index,source_ip,ja3_digest,计数项:source_ip,fp_num
1668,192.168.25.194,f436b9416f37d134cadd04886327d3e8,2,9
2423,192.168.9.15,f436b9416f37d134cadd04886327d3e8,7,9
317,192.168.125.189,667974adbac1c3c817854137b91d3099,1,1
318,192.168.125.189,9a35e493f961ac377f948690b5334a9c,1,3
1048,192.168.195.143,9a35e493f961ac377f948690b5334a9c,1,3
1911,192.168.42.160,9a35e493f961ac377f948690b5334a9c,1,3
322,192.168.125.36,b4010bb835ee1b035da12e3f933c9312,27,1
540,192.168.146.85,a795593605a13211941d44505b4d1e39,1,1
548,192.168.147.209,fac8a050004ba356caa13294ce7f9e0d,1,2
773,192.168.169.56,fac8a050004ba356caa13294ce7f9e0d,1,2
550,192.168.147.220,167fc4e554c6ec7bde03e34cd1fd5e5c,3,2
785,192.168.170.199,167fc4e554c6ec7bde03e34cd1fd5e5c,3,2
664,192.168.157.30,1d095e68489d3c535297cd8dffb06cb9,1,11
698,192.168.160.159,1d095e68489d3c535297cd8dffb06cb9,1,11
783,192.168.170.144,1d095e68489d3c535297cd8dffb06cb9,6,11
932,192.168.186.139,1d095e68489d3c535297cd8dffb06cb9,1,11
1210,192.168.207.60,1d095e68489d3c535297cd8dffb06cb9,2,11
1220,192.168.208.55,1d095e68489d3c535297cd8dffb06cb9,3,11
1482,192.168.232.80,1d095e68489d3c535297cd8dffb06cb9,1,11
1514,192.168.236.39,1d095e68489d3c535297cd8dffb06cb9,1,11
1523,192.168.238.148,1d095e68489d3c535297cd8dffb06cb9,1,11
1601,192.168.244.156,1d095e68489d3c535297cd8dffb06cb9,1,11
2211,192.168.70.32,1d095e68489d3c535297cd8dffb06cb9,2,11
732,192.168.164.0,35a73cfed9d010bbf092d2f22e797944,4,4
968,192.168.188.222,35a73cfed9d010bbf092d2f22e797944,20,4
1470,192.168.231.82,35a73cfed9d010bbf092d2f22e797944,20,4
1615,192.168.245.185,35a73cfed9d010bbf092d2f22e797944,4,4
744,192.168.165.43,aa26958c7970ee43a21b36d55694255a,1,1
974,192.168.189.1,3f2fba0262b1a22b739126dfb2fe7a7d,1,2
1819,192.168.35.110,3f2fba0262b1a22b739126dfb2fe7a7d,3,2
1176,192.168.205.172,455bd65d382d4741f0e48654f27cbe80,20,1
1178,192.168.205.199,5001b4c2a48c94b76ca1f0199345fe60,1,1
1184,192.168.206.103,234ff1b275ab729b80e8d13817e1e57b,63,1
1222,192.168.209.128,c992ef0133932fc0f35a8f5c743d738b,2,1
1256,192.168.212.211,1fe4c7a3544eb27afec2adfb3a3dbf60,1,2
2393,192.168.86.34,1fe4c7a3544eb27afec2adfb3a3dbf60,1,2
1350,192.168.221.170,88afa0dea1608e28f50acbad32d7f195,1,3
1704,192.168.254.101,88afa0dea1608e28f50acbad32d7f195,1,3
2367,192.168.83.36,88afa0dea1608e28f50acbad32d7f195,1,3
1549,192.168.24.95,b640e49b584058991bb6b91dc5d2bbb9,2,1
1559,192.168.240.50,810697754393ebcebe7efd53abfbfa31,1,2
2421,192.168.9.137,810697754393ebcebe7efd53abfbfa31,1,2
1716,192.168.255.6,1b83d0a78a9a1d00fd9b4c6752943a16,4,2
2073,192.168.59.167,1b83d0a78a9a1d00fd9b4c6752943a16,1,2
1782,192.168.31.34,7ddbbcfee1150597e49e0121e14c7738,1,1
1829,192.168.36.181,a7dfa1673bb090cab6b6658861f43473,6,1
1945,192.168.45.45,13020a4ccb11b2d3c9c0e6c285c3c415,12,1
2075,192.168.59.217,5c0d9c84ea18cf452700885044feff7b,2,1
2103,192.168.60.236,8847c56548553c53f4e3313a6a438085,1,1
2331,192.168.80.159,1bd0ea95385ea809eea3855eb572d634,2,1
2497,192.168.98.195,b6d799aa438a5b0fcecfd54fdafeba76,10,1
